Mean TemperatureC,MeanDew PointC, Mean Humidity, Mean Sea Level PressurehPa, Mean VisibilityKm, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,WindDirDegrees,Precipitationmm, CloudCover
3.0,-2.0,76.0,1011,10.0,6,,347,0.0,4.0
2.0,-6.0,59.0,1009,10.0,13,,19,0.0,2.0
0.0,-8.0,57.0,1009,10.0,13,,22,0.0,1.0
-2.0,-6.0,73.0,1010,9.0,6,,22,0.0,5.0
-2.0,-4.0,83.0,1016,9.0,5,,354,0.0,5.0
3.0,-1.0,74.0,1021,,5,,360,0.0,
6.0,1.0,77.0,1022,7.0,5,,356,0.0,0.0
6.0,1.0,77.0,1017,6.0,5,29.0,332,0.0,0.0
7.0,2.0,76.0,1012,8.0,6,23.0,327,0.0,3.0
5.0,-2.0,67.0,1015,8.0,8,,360,0.0,
3.0,-6.0,56.0,1020,,8,,359,0.0,
4.0,-5.0,56.0,1024,8.0,6,29.0,316,0.0,0.0
4.0,-4.0,61.0,1024,8.0,5,,329,0.0,0.0
6.0,-3.0,63.0,1019,8.0,5,29.0,335,0.0,0.0
6.0,-3.0,62.0,1017,9.0,5,,355,0.0,
6.0,-2.0,63.0,1016,8.0,5,,347,0.0,3.0
9.0,-1.0,60.0,1018,9.0,5,,319,0.0,4.0
8.0,1.0,65.0,1022,10.0,5,,352,0.0,4.0
7.0,-2.0,60.0,1022,8.0,5,34.0,198,0.0,0.0
7.0,1.0,66.0,1021,8.0,5,,298,0.0,0.0
7.0,2.0,77.0,1021,7.0,6,34.0,229,0.0,5.0
9.0,6.0,77.0,1013,10.0,19,53.0,224,0.0,4.0
7.0,2.0,65.0,1013,10.0,19,61.0,225,0.0,1.0
9.0,4.0,74.0,1011,10.0,27,60.0,214,0.0,4.0
7.0,2.0,72.0,1007,10.0,29,69.0,237,0.0,5.0
6.0,0.0,70.0,1009,10.0,16,48.0,239,0.0,3.0
6.0,-1.0,64.0,1008,10.0,11,32.0,295,0.0,5.0
3.0,-2.0,64.0,1012,10.0,8,,24,0.0,4.0
3.0,-1.0,80.0,1015,8.0,11,37.0,15,0.0,6.0
3.0,-3.0,64.0,1010,8.0,6,39.0,231,0.0,2.0
3.0,0.0,83.0,1007,8.0,13,53.0,183,0.0,7.0
3.0,0.0,81.0,1000,8.0,14,53.0,298,0.0,5.0
6.0,-1.0,62.0,1011,10.0,13,,338,0.0,2.0
4.0,-5.0,56.0,1013,,6,27.0,5,0.0,
4.0,-4.0,59.0,1012,,10,,357,0.0,
4.0,-3.0,60.0,1015,,6,53.0,248,0.0,
6.0,2.0,73.0,1016,10.0,16,58.0,230,0.0,4.0
9.0,7.0,86.0,1008,8.0,21,71.0,194,0.0,6.0
4.0,-2.0,62.0,1011,10.0,29,74.0,329,0.0,5.0
4.0,-3.0,57.0,1025,10.0,6,,328,0.0,2.0
7.0,2.0,69.0,1027,10.0,6,42.0,261,0.0,3.0
11.0,6.0,64.0,1024,10.0,10,39.0,208,0.0,2.0
10.0,6.0,70.0,1020,8.0,10,55.0,236,0.0,4.0
8.0,-1.0,54.0,1024,10.0,13,61.0,269,0.0,4.0
13.0,3.0,53.0,1022,10.0,24,53.0,283,0.0,3.0
13.0,4.0,57.0,1023,10.0,11,,3,0.0,2.0
12.0,1.0,55.0,1017,,5,23.0,336,0.0,
12.0,-1.0,47.0,1016,,3,24.0,348,0.0,
12.0,1.0,51.0,1014,8.0,6,34.0,300,0.0,0.0
11.0,3.0,58.0,1012,9.0,6,40.0,221,0.0,
11.0,7.0,79.0,1008,8.0,8,42.0,153,0.0,6.0
12.0,8.0,84.0,1002,9.0,16,53.0,161,0.0,7.0
10.0,6.0,75.0,1004,10.0,18,63.0,190,0.0,5.0
9.0,6.0,79.0,1007,10.0,11,55.0,179,0.0,6.0
11.0,6.0,73.0,1007,10.0,11,52.0,221,0.0,6.0
10.0,3.0,63.0,1012,10.0,14,48.0,247,0.0,4.0
11.0,7.0,77.0,1012,9.0,23,71.0,211,0.0,6.0
13.0,8.0,72.0,1011,10.0,26,63.0,226,0.0,3.0
12.0,7.0,73.0,1021,10.0,13,39.0,208,0.0,4.0
13.0,7.0,66.0,1019,,6,37.0,254,0.0,
14.0,7.0,63.0,1017,10.0,11,58.0,207,0.0,4.0
11.0,2.0,50.0,1020,10.0,14,39.0,251,0.0,1.0
12.0,4.0,62.0,1020,10.0,10,35.0,194,0.0,4.0
14.0,9.0,73.0,1021,10.0,6,27.0,184,0.0,5.0
13.0,4.0,60.0,1020,10.0,6,40.0,240,0.0,4.0
13.0,4.0,55.0,1018,10.0,8,39.0,205,0.0,3.0
12.0,5.0,60.0,1022,10.0,5,35.0,241,0.0,1.0
13.0,5.0,58.0,1020,10.0,6,,349,0.0,6.0
17.0,6.0,55.0,1011,10.0,11,58.0,265,0.0,2.0
12.0,7.0,66.0,1008,10.0,16,47.0,214,0.0,4.0
13.0,8.0,79.0,1009,10.0,10,55.0,196,0.0,6.0
13.0,8.0,71.0,1014,10.0,11,42.0,212,0.0,6.0
12.0,7.0,70.0,1015,7.0,6,35.0,202,0.0,4.0
13.0,6.0,65.0,1009,10.0,6,32.0,317,0.0,4.0
12.0,4.0,59.0,1012,10.0,13,,20,0.0,4.0
10.0,-2.0,44.0,1019,10.0,16,47.0,18,0.0,2.0
12.0,2.0,52.0,1017,10.0,6,,15,0.0,1.0
13.0,-1.0,43.0,1019,,6,,3,0.0,
13.0,5.0,57.0,1015,10.0,10,52.0,266,0.0,6.0
16.0,8.0,69.0,1015,10.0,19,63.0,212,0.0,4.0
11.0,7.0,70.0,1017,10.0,8,37.0,273,0.0,4.0
12.0,6.0,70.0,1014,10.0,10,,18,0.0,6.0
10.0,3.0,59.0,1017,10.0,6,,355,0.0,2.0
13.0,4.0,57.0,1015,10.0,6,48.0,287,0.0,3.0
13.0,4.0,56.0,1015,10.0,8,45.0,248,0.0,4.0
14.0,8.0,73.0,1011,10.0,19,58.0,201,0.0,6.0
12.0,9.0,83.0,1013,9.0,8,,8,0.0,5.0
14.0,9.0,73.0,1013,10.0,8,,3,0.0,5.0
18.0,7.0,54.0,1012,10.0,10,,15,0.0,1.0
18.0,7.0,49.0,1016,10.0,8,,8,0.0,2.0
17.0,6.0,49.0,1019,,5,,35,0.0,
18.0,4.0,44.0,1017,10.0,10,50.0,357,0.0,2.0
14.0,3.0,48.0,1016,10.0,19,52.0,41,0.0,1.0
12.0,1.0,47.0,1015,,11,,16,0.0,
14.0,-1.0,39.0,1012,,6,26.0,19,0.0,
16.0,2.0,43.0,1010,10.0,10,42.0,273,0.0,2.0
17.0,3.0,44.0,1010,10.0,8,32.0,71,0.0,3.0
16.0,8.0,62.0,1011,10.0,8,,43,0.0,5.0
17.0,12.0,80.0,1014,10.0,6,35.0,116,0.0,6.0
17.0,11.0,75.0,1020,10.0,6,53.0,47,0.0,6.0
18.0,10.0,66.0,1020,10.0,6,32.0,141,0.0,4.0
14.0,6.0,57.0,1016,10.0,10,55.0,270,0.0,3.0
13.0,1.0,43.0,1017,10.0,11,39.0,290,0.0,6.0
17.0,1.0,37.0,1018,10.0,8,,28,0.0,1.0
18.0,4.0,44.0,1013,10.0,5,34.0,322,0.0,1.0
19.0,8.0,53.0,1012,10.0,8,35.0,118,0.0,6.0
18.0,11.0,62.0,1017,10.0,10,32.0,192,0.0,5.0
21.0,7.0,47.0,1019,10.0,8,40.0,174,0.0,2.0
21.0,9.0,49.0,1019,10.0,6,40.0,290,0.0,4.0
21.0,9.0,45.0,1017,10.0,6,32.0,256,0.0,5.0
23.0,8.0,42.0,1019,10.0,6,32.0,236,0.0,6.0
24.0,8.0,40.0,1019,10.0,6,55.0,308,0.0,6.0
24.0,8.0,36.0,1019,10.0,13,48.0,236,0.0,6.0
19.0,1.0,30.0,1021,,8,37.0,309,0.0,
19.0,2.0,33.0,1017,10.0,10,39.0,284,0.0,4.0
20.0,4.0,38.0,1012,10.0,10,52.0,227,0.0,6.0
17.0,1.0,34.0,1013,10.0,21,47.0,270,0.0,4.0
14.0,-2.0,34.0,1019,10.0,8,37.0,11,0.0,4.0
16.0,-2.0,35.0,1026,,11,27.0,13,0.0,
18.0,1.0,32.0,1026,10.0,8,,26,0.0,6.0
19.0,2.0,32.0,1026,10.0,6,,97,0.0,3.0
22.0,4.0,32.0,1026,10.0,8,,95,0.0,5.0
24.0,6.0,34.0,1023,10.0,6,,53,0.0,3.0
26.0,8.0,34.0,1015,10.0,8,40.0,339,0.0,4.0
21.0,4.0,34.0,1012,10.0,14,29.0,26,0.0,2.0
17.0,-5.0,24.0,1015,10.0,21,50.0,32,0.0,2.0
17.0,-2.0,31.0,1022,10.0,13,47.0,19,0.0,2.0
18.0,-1.0,28.0,1021,,13,,360,0.0,
19.0,-3.0,27.0,1022,,18,48.0,50,0.0,
20.0,1.0,28.0,1022,,10,53.0,38,0.0,
22.0,-2.0,24.0,1019,,6,29.0,41,0.0,
23.0,-2.0,20.0,1019,,6,35.0,130,0.0,
25.0,1.0,21.0,1019,10.0,8,26.0,139,0.0,4.0
26.0,4.0,25.0,1017,10.0,10,53.0,194,0.0,4.0
22.0,11.0,51.0,1016,10.0,11,61.0,77,0.0,5.0
22.0,11.0,55.0,1018,10.0,8,32.0,124,0.0,3.0
23.0,9.0,42.0,1019,10.0,11,42.0,142,0.0,2.0
23.0,5.0,32.0,1020,10.0,16,52.0,129,0.0,3.0
22.0,6.0,34.0,1019,10.0,13,50.0,121,0.0,5.0
23.0,7.0,35.0,1014,10.0,10,23.0,135,0.0,6.0
22.0,11.0,55.0,1016,10.0,14,47.0,156,0.0,4.0
20.0,12.0,62.0,1017,10.0,8,42.0,123,0.0,4.0
21.0,12.0,65.0,1016,9.0,11,39.0,185,0.0,4.0
21.0,11.0,60.0,1016,10.0,5,,127,0.0,3.0
23.0,10.0,46.0,1016,10.0,6,37.0,331,0.0,3.0
24.0,13.0,53.0,1016,10.0,10,26.0,65,0.0,4.0
24.0,11.0,46.0,1017,10.0,8,45.0,268,0.0,2.0
27.0,8.0,36.0,1016,10.0,8,37.0,270,0.0,3.0
27.0,10.0,38.0,1014,10.0,8,55.0,63,0.0,4.0
26.0,11.0,42.0,1013,10.0,10,42.0,238,0.0,3.0
22.0,9.0,46.0,1014,10.0,11,,175,0.0,1.0
24.0,8.0,37.0,1015,10.0,11,55.0,201,0.0,2.0
23.0,6.0,32.0,1016,10.0,6,37.0,242,0.0,2.0
23.0,8.0,37.0,1016,10.0,8,37.0,320,0.0,3.0
24.0,7.0,33.0,1019,10.0,10,40.0,243,0.0,1.0
27.0,8.0,33.0,1020,10.0,8,50.0,138,0.0,4.0
24.0,9.0,40.0,1020,10.0,6,45.0,185,0.0,4.0
26.0,4.0,28.0,1016,10.0,11,37.0,228,0.0,1.0
24.0,4.0,28.0,1016,,14,47.0,224,0.0,
22.0,4.0,29.0,1015,10.0,10,52.0,248,0.0,2.0
22.0,6.0,32.0,1017,10.0,10,35.0,265,0.0,1.0
23.0,8.0,38.0,1021,10.0,13,34.0,10,0.0,2.0
24.0,7.0,33.0,1021,10.0,13,26.0,16,0.0,1.0
27.0,8.0,31.0,1019,10.0,8,32.0,298,0.0,2.0
28.0,6.0,27.0,1020,10.0,6,34.0,357,0.0,1.0
30.0,5.0,22.0,1022,,10,40.0,269,0.0,
28.0,3.0,20.0,1022,,6,58.0,351,0.0,
29.0,7.0,25.0,1021,10.0,8,50.0,97,0.0,6.0
28.0,8.0,31.0,1020,10.0,8,34.0,51,0.0,4.0
28.0,10.0,36.0,1020,10.0,10,,58,0.0,4.0
28.0,9.0,32.0,1020,10.0,10,32.0,129,0.0,3.0
28.0,11.0,36.0,1021,10.0,8,27.0,53,0.0,2.0
28.0,11.0,35.0,1021,10.0,6,32.0,329,0.0,5.0
28.0,11.0,37.0,1019,10.0,11,53.0,209,0.0,4.0
26.0,13.0,47.0,1019,10.0,11,35.0,9,0.0,3.0
28.0,11.0,39.0,1020,10.0,10,34.0,158,0.0,2.0
28.0,8.0,30.0,1020,10.0,8,45.0,229,0.0,1.0
26.0,5.0,26.0,1019,,8,39.0,246,0.0,
28.0,3.0,22.0,1018,10.0,8,32.0,318,0.0,1.0
28.0,6.0,27.0,1017,10.0,8,39.0,278,0.0,1.0
27.0,4.0,22.0,1017,10.0,10,40.0,250,0.0,1.0
27.0,3.0,22.0,1016,10.0,10,60.0,272,0.0,2.0
27.0,4.0,24.0,1016,10.0,11,45.0,204,0.0,2.0
24.0,7.0,33.0,1016,10.0,8,26.0,18,0.0,1.0
27.0,7.0,32.0,1014,10.0,8,39.0,175,0.0,1.0
27.0,4.0,23.0,1015,,10,61.0,239,0.0,
27.0,6.0,25.0,1017,,10,50.0,266,0.0,
27.0,6.0,25.0,1017,10.0,6,34.0,8,0.0,1.0
28.0,11.0,35.0,1016,10.0,11,27.0,3,0.0,1.0
27.0,8.0,30.0,1012,10.0,11,50.0,19,0.0,1.0
23.0,6.0,34.0,1016,,18,47.0,48,0.0,
24.0,4.0,31.0,1017,,14,42.0,28,0.0,
24.0,3.0,29.0,1019,,16,47.0,46,0.0,
24.0,6.0,30.0,1017,,13,,11,0.0,
24.0,7.0,36.0,1015,,19,48.0,38,0.0,
24.0,4.0,31.0,1016,,14,48.0,40,0.0,
24.0,2.0,22.0,1016,,10,,4,0.0,
27.0,4.0,27.0,1016,10.0,14,40.0,8,0.0,1.0
24.0,-1.0,19.0,1013,,11,47.0,350,0.0,
21.0,2.0,31.0,1015,,11,,39,0.0,
23.0,2.0,25.0,1012,,11,48.0,299,0.0,
23.0,4.0,30.0,1010,,13,60.0,236,0.0,
20.0,7.0,44.0,1009,10.0,26,71.0,231,0.0,2.0
19.0,10.0,60.0,1007,9.0,21,66.0,216,0.0,4.0
17.0,8.0,56.0,1013,10.0,16,58.0,213,0.0,4.0
18.0,8.0,64.0,1019,8.0,6,34.0,143,0.0,2.0
21.0,4.0,37.0,1024,10.0,10,24.0,3,0.0,1.0
23.0,6.0,36.0,1024,,8,,355,0.0,
24.0,7.0,34.0,1020,10.0,6,34.0,352,0.0,0.0
26.0,7.0,32.0,1015,10.0,6,42.0,306,0.0,3.0
24.0,8.0,39.0,1015,10.0,8,37.0,7,0.0,2.0
23.0,7.0,36.0,1017,10.0,10,37.0,339,0.0,2.0
23.0,7.0,39.0,1018,10.0,11,,7,0.0,1.0
23.0,7.0,36.0,1020,,8,35.0,2,0.0,
26.0,7.0,33.0,1020,,8,34.0,337,0.0,
27.0,6.0,32.0,1018,,10,29.0,4,0.0,
24.0,6.0,33.0,1019,,8,24.0,35,0.0,
24.0,7.0,32.0,1021,,8,34.0,187,0.0,
26.0,4.0,28.0,1020,,6,39.0,224,0.0,
26.0,-1.0,19.0,1018,,6,34.0,272,0.0,
26.0,1.0,19.0,1021,,5,32.0,302,0.0,
28.0,5.0,24.0,1024,,6,37.0,1,0.0,
27.0,9.0,33.0,1022,10.0,8,29.0,160,0.0,4.0
27.0,12.0,42.0,1018,10.0,11,48.0,156,0.0,4.0
26.0,12.0,49.0,1017,10.0,6,,20,0.0,4.0
26.0,9.0,40.0,1019,10.0,6,,39,0.0,2.0
26.0,9.0,41.0,1020,10.0,6,27.0,335,0.0,3.0
23.0,11.0,50.0,1021,10.0,8,24.0,165,0.0,2.0
24.0,11.0,47.0,1019,10.0,10,47.0,159,0.0,3.0
21.0,11.0,54.0,1016,10.0,6,,111,0.0,5.0
20.0,10.0,57.0,1012,10.0,10,55.0,202,0.0,4.0
18.0,9.0,63.0,1010,10.0,14,40.0,192,0.0,5.0
14.0,6.0,56.0,1014,10.0,8,,325,0.0,5.0
17.0,4.0,46.0,1017,10.0,10,27.0,63,0.0,5.0
17.0,3.0,40.0,1019,10.0,6,42.0,263,0.0,3.0
21.0,6.0,39.0,1019,10.0,6,29.0,275,0.0,2.0
20.0,5.0,38.0,1019,,5,29.0,270,0.0,
22.0,5.0,36.0,1016,10.0,8,47.0,231,0.0,5.0
20.0,9.0,50.0,1010,10.0,16,55.0,166,0.0,6.0
17.0,9.0,63.0,1012,10.0,14,45.0,206,0.0,4.0
16.0,7.0,60.0,1010,10.0,8,55.0,247,0.0,4.0
16.0,10.0,71.0,1012,10.0,13,64.0,206,0.0,4.0
18.0,7.0,50.0,1017,10.0,14,45.0,310,0.0,1.0
18.0,6.0,46.0,1020,,6,35.0,349,0.0,
19.0,6.0,43.0,1016,,6,37.0,231,0.0,
20.0,9.0,50.0,1013,10.0,8,42.0,183,0.0,3.0
18.0,9.0,57.0,1016,10.0,10,52.0,257,0.0,4.0
19.0,12.0,63.0,1016,10.0,11,48.0,205,0.0,5.0
19.0,10.0,57.0,1019,10.0,14,48.0,211,0.0,3.0
19.0,8.0,48.0,1016,10.0,10,60.0,268,0.0,2.0
19.0,7.0,48.0,1016,10.0,16,60.0,261,0.0,4.0
17.0,5.0,48.0,1021,10.0,21,52.0,272,0.0,3.0
13.0,3.0,51.0,1026,10.0,5,,348,0.0,1.0
14.0,3.0,46.0,1024,,6,45.0,275,0.0,
19.0,8.0,48.0,1021,10.0,6,34.0,160,0.0,5.0
19.0,8.0,53.0,1019,10.0,5,32.0,346,0.0,3.0
19.0,6.0,46.0,1019,10.0,5,,74,0.0,1.0
17.0,8.0,56.0,1018,10.0,6,26.0,333,0.0,6.0
17.0,11.0,62.0,1017,10.0,13,58.0,234,0.0,5.0
13.0,3.0,50.0,1022,10.0,10,37.0,46,0.0,2.0
14.0,3.0,50.0,1023,,8,,343,0.0,
14.0,4.0,51.0,1022,10.0,5,,343,0.0,1.0
14.0,6.0,58.0,1018,10.0,6,37.0,9,0.0,4.0
17.0,10.0,64.0,1014,10.0,13,,132,0.0,4.0
13.0,12.0,91.0,1012,8.0,13,,142,0.0,8.0
14.0,12.0,85.0,1007,10.0,13,71.0,166,0.0,6.0
14.0,11.0,81.0,1006,10.0,16,55.0,205,0.0,5.0
14.0,13.0,89.0,1007,8.0,13,50.0,191,0.0,7.0
14.0,11.0,83.0,1012,8.0,8,48.0,277,0.0,6.0
14.0,13.0,84.0,1010,9.0,11,61.0,168,0.0,6.0
16.0,13.0,86.0,1008,9.0,23,55.0,193,0.0,6.0
13.0,12.0,89.0,1013,10.0,10,29.0,268,0.0,4.0
17.0,13.0,81.0,1006,9.0,14,98.0,149,0.0,5.0
16.0,12.0,80.0,1010,10.0,14,58.0,172,0.0,5.0
17.0,11.0,74.0,1022,10.0,8,,21,0.0,4.0
19.0,11.0,68.0,1028,10.0,8,,356,0.0,1.0
20.0,11.0,67.0,1025,,5,,346,0.0,
17.0,10.0,66.0,1017,,5,26.0,198,0.0,
17.0,11.0,73.0,1017,9.0,5,39.0,282,0.0,2.0
16.0,12.0,77.0,1019,10.0,5,21.0,185,0.0,5.0
14.0,11.0,85.0,1018,8.0,5,,106,0.0,6.0
12.0,12.0,94.0,1018,6.0,6,,103,0.0,7.0
12.0,11.0,97.0,1022,5.0,6,,25,0.0,7.0
12.0,10.0,86.0,1026,10.0,10,,10,0.0,6.0
12.0,9.0,80.0,1025,9.0,3,,89,0.0,5.0
13.0,12.0,90.0,1021,9.0,6,,358,0.0,6.0
14.0,12.0,87.0,1023,10.0,8,,19,0.0,5.0
14.0,9.0,72.0,1029,10.0,5,,57,0.0,3.0
13.0,8.0,74.0,1030,10.0,5,,340,0.0,2.0
12.0,7.0,75.0,1030,,5,,345,0.0,
11.0,7.0,76.0,1027,9.0,5,,339,0.0,1.0
12.0,6.0,72.0,1023,,3,,280,0.0,
10.0,4.0,73.0,1020,,5,,321,0.0,
10.0,6.0,78.0,1016,9.0,6,37.0,81,0.0,5.0
12.0,10.0,89.0,1009,8.0,18,53.0,178,0.0,7.0
8.0,4.0,75.0,1017,10.0,13,42.0,216,0.0,2.0
10.0,8.0,87.0,1022,9.0,11,32.0,175,0.0,6.0
12.0,9.0,82.0,1026,10.0,8,40.0,168,0.0,4.0
12.0,8.0,78.0,1025,8.0,10,37.0,207,0.0,5.0
11.0,7.0,74.0,1021,10.0,14,61.0,199,0.0,4.0
14.0,8.0,67.0,1015,10.0,19,48.0,245,0.0,3.0
12.0,9.0,83.0,1011,10.0,16,52.0,210,0.0,6.0
13.0,10.0,81.0,1005,9.0,23,69.0,169,0.0,6.0
11.0,8.0,86.0,1009,9.0,24,50.0,174,0.0,6.0
8.0,7.0,90.0,1020,5.0,3,,159,0.0,4.0
8.0,5.0,86.0,1024,7.0,3,,134,0.0,3.0
8.0,6.0,87.0,1024,9.0,3,,357,0.0,6.0
9.0,4.0,74.0,1029,9.0,8,,4,0.0,4.0
8.0,4.0,82.0,1030,10.0,3,23.0,353,0.0,4.0
8.0,6.0,85.0,1028,9.0,3,,342,0.0,5.0
9.0,7.0,88.0,1021,8.0,5,,54,0.0,6.0
8.0,7.0,87.0,1023,8.0,8,35.0,195,0.0,6.0
13.0,10.0,82.0,1025,10.0,21,55.0,222,0.0,6.0
10.0,9.0,84.0,1018,9.0,18,53.0,201,0.0,5.0
9.0,2.0,63.0,1019,10.0,18,42.0,273,0.0,3.0
6.0,4.0,86.0,1020,9.0,10,39.0,186,0.0,7.0
9.0,3.0,67.0,1012,9.0,23,77.0,247,0.0,4.0
4.0,-1.0,67.0,1021,10.0,13,26.0,230,0.0,4.0
6.0,-1.0,67.0,1029,10.0,11,,9,0.0,2.0
3.0,-2.0,74.0,1030,,6,,334,0.0,
4.0,1.0,76.0,1026,10.0,5,,332,0.0,6.0
7.0,1.0,73.0,1027,10.0,8,,344,0.0,1.0
4.0,-1.0,76.0,1028,,3,,339,0.0,
4.0,-2.0,71.0,1027,,5,,348,0.0,
3.0,-1.0,79.0,1028,8.0,5,,353,0.0,0.0
4.0,1.0,84.0,1029,6.0,5,21.0,232,0.0,3.0
6.0,-1.0,72.0,1024,5.0,5,,11,0.0,4.0
2.0,-3.0,71.0,1021,10.0,5,,68,0.0,5.0
3.0,-4.0,63.0,1025,10.0,8,,12,0.0,4.0
3.0,-4.0,65.0,1029,,6,,336,0.0,
2.0,-3.0,70.0,1029,10.0,10,39.0,355,0.0,5.0
4.0,-2.0,70.0,1029,10.0,13,,7,0.0,3.0
4.0,-3.0,67.0,1030,,6,,329,0.0,
3.0,-4.0,65.0,1029,,5,,341,0.0,
4.0,-3.0,68.0,1030,,5,,353,0.0,
6.0,-2.0,68.0,1031,,5,,355,0.0,
3.0,-3.0,69.0,1029,,5,,341,0.0,
3.0,-1.0,77.0,1030,10.0,5,24.0,335,0.0,3.0
6.0,3.0,81.0,1034,9.0,5,37.0,282,0.0,5.0
7.0,6.0,88.0,1040,6.0,3,,17,0.0,7.0
7.0,6.0,91.0,1038,4.0,2,,128,0.0,6.0
7.0,4.0,82.0,1039,5.0,3,24.0,82,0.0,5.0
6.0,0.0,77.0,1036,6.0,5,,346,0.0,
7.0,1.0,77.0,1031,8.0,5,23.0,37,0.0,1.0
6.0,2.0,80.0,1031,5.0,3,,327,0.0,
4.0,2.0,83.0,1030,6.0,3,,91,0.0,0.0
3.0,2.0,90.0,1028,5.0,6,,169,0.0,3.0
6.0,4.0,90.0,1028,6.0,6,,171,0.0,7.0
4.0,4.0,88.0,1026,7.0,6,,41,0.0,6.0
3.0,2.0,94.0,1028,4.0,6,,3,0.0,6.0
6.0,1.0,82.0,1034,3.0,6,,346,0.0,4.0
7.0,1.0,70.0,1034,,5,,344,0.0,
8.0,2.0,78.0,1030,10.0,3,,339,0.0,1.0
9.0,2.0,72.0,1028,,5,,339,0.0,
6.0,2.0,77.0,1026,6.0,5,,282,0.0,6.0
8.0,5.0,86.0,1026,4.0,5,,178,0.0,5.0
6.0,4.0,85.0,1031,5.0,8,37.0,188,0.0,6.0
7.0,4.0,86.0,1035,5.0,5,,166,0.0,7.0
10.0,6.0,85.0,1034,4.0,3,,357,0.0,8.0
8.0,4.0,86.0,1028,6.0,3,23.0,127,0.0,1.0
8.0,3.0,83.0,1022,5.0,5,,358,0.0,3.0
4.0,2.0,83.0,1010,7.0,13,50.0,242,0.0,5.0
4.0,-3.0,59.0,1012,10.0,13,42.0,277,0.0,3.0
2.0,-6.0,57.0,1014,10.0,8,32.0,290,0.0,1.0
2.0,-4.0,62.0,1007,10.0,18,,327,0.0,4.0
2.0,-9.0,45.0,1014,10.0,27,64.0,32,0.0,5.0
3.0,-15.0,28.0,1025,10.0,13,,26,0.0,4.0
0.0,-7.0,56.0,1028,10.0,6,,12,0.0,6.0
6.0,2.0,74.0,1020,10.0,10,,358,0.0,7.0
6.0,4.0,85.0,1019,6.0,6,35.0,168,0.0,4.0
3.0,0.0,82.0,1023,7.0,5,23.0,346,0.0,3.0
3.0,-1.0,75.0,1026,8.0,3,,339,0.0,
4.0,1.0,79.0,1025,10.0,6,,12,0.0,5.0
7.0,4.0,86.0,1023,9.0,6,,359,0.0,6.0
7.0,4.0,84.0,1023,8.0,5,,10,0.0,5.0
8.0,6.0,88.0,1020,9.0,3,,31,0.0,6.0
8.0,5.0,84.0,1012,6.0,3,,236,0.0,6.0
8.0,3.0,73.0,1009,10.0,16,52.0,220,0.0,4.0
8.0,7.0,91.0,1007,7.0,10,29.0,187,0.0,6.0
9.0,2.0,64.0,1013,10.0,23,80.0,251,0.0,3.0
12.0,5.0,66.0,1019,10.0,24,58.0,231,0.0,3.0
12.0,9.0,84.0,1021,10.0,23,55.0,223,0.0,5.0
12.0,4.0,63.0,1018,10.0,27,63.0,243,0.0,3.0
7.0,4.0,83.0,1021,8.0,6,,333,0.0,5.0
10.0,6.0,70.0,1018,9.0,16,58.0,223,0.0,4.0
7.0,1.0,70.0,1023,,5,,345,0.0,
11.0,2.0,64.0,1011,9.0,13,69.0,291,0.0,5.0
9.0,3.0,69.0,1013,10.0,18,47.0,235,0.0,3.0
9.0,2.0,61.0,1016,10.0,18,,317,0.0,3.0
7.0,2.0,71.0,1015,10.0,10,61.0,258,0.0,4.0
7.0,4.0,82.0,1010,10.0,6,,134,0.0,7.0
7.0,2.0,74.0,1015,7.0,8,42.0,269,0.0,2.0
8.0,4.0,77.0,1016,10.0,11,50.0,211,0.0,4.0
10.0,7.0,80.0,1017,10.0,19,60.0,233,0.0,4.0
9.0,5.0,72.0,1021,10.0,14,58.0,220,0.0,4.0
10.0,4.0,71.0,1020,10.0,16,58.0,248,0.0,4.0
7.0,0.0,62.0,1025,,5,27.0,342,0.0,
9.0,3.0,66.0,1027,,6,35.0,178,0.0,
11.0,7.0,80.0,1022,10.0,8,39.0,253,0.0,3.0
9.0,5.0,69.0,1021,10.0,14,50.0,222,0.0,1.0
11.0,6.0,76.0,1023,9.0,13,48.0,179,0.0,4.0
12.0,8.0,81.0,1024,10.0,8,45.0,184,0.0,4.0
11.0,4.0,70.0,1020,6.0,11,60.0,282,0.0,2.0
8.0,-1.0,51.0,1025,10.0,10,34.0,204,0.0,3.0
8.0,3.0,71.0,1022,9.0,10,61.0,191,0.0,7.0
11.0,4.0,69.0,1016,10.0,27,93.0,261,0.0,6.0
8.0,-2.0,52.0,1026,10.0,34,82.0,354,0.0,2.0
8.0,2.0,64.0,1031,10.0,8,29.0,78,0.0,5.0
11.0,-6.0,37.0,1033,10.0,13,60.0,30,0.0,1.0
10.0,-8.0,27.0,1028,,6,27.0,159,0.0,
7.0,-2.0,54.0,1023,,5,27.0,119,0.0,
9.0,1.0,60.0,1026,10.0,5,,21,0.0,1.0
9.0,0.0,52.0,1027,,6,,3,0.0,
10.0,0.0,54.0,1025,10.0,6,,9,0.0,1.0
10.0,2.0,58.0,1024,10.0,5,,3,0.0,4.0
12.0,1.0,50.0,1027,10.0,10,,5,0.0,3.0
10.0,1.0,54.0,1022,10.0,5,24.0,273,0.0,1.0
9.0,-2.0,43.0,1011,10.0,26,76.0,290,0.0,2.0
4.0,-4.0,61.0,1012,10.0,26,53.0,332,0.0,3.0
